Advice,SetGoals,PayFullCC,Own,agecat,region,ABSORBSHOCK
Somewhat,Neither,Often,Neutral,70to74,South,DontKnow
Well,StronglyDisagree,Often,Neutral,62to69,NE,Certain
Somewhat,Agree,NAorNever,Neutral,25to34,NE,DontKnow
Completely,StronglyAgree,Always,Disagree,45to54,MW,Certain
Somewhat,Neither,NAorNever,Agree,70to74,South,Probably
Somewhat,Neither,Seldom,Disagree,35to44,W,CouldNot
Somewhat,Neither,Seldom,Neutral,25to34,South,ProbablyNot
Somewhat,Neither,NAorNever,Absolutely,25to34,W,CouldNot
Somewhat,Neither,NAorNever,Neutral,55to61,MW,Probably
Well,Agree,NAorNever,Neutral,18to24,NE,CouldNot
Completely,StronglyAgree,Always,Neutral,25to34,W,Certain
Completely,StronglyAgree,Always,Absolutely,75up,W,Certain
Well,Agree,Always,Agree,45to54,W,Certain
Somewhat,Agree,Sometimes,Agree,35to44,MW,Certain
Not,Agree,Always,Neutral,62to69,MW,Certain
Not,Agree,NAorNever,Agree,45to54,W,CouldNot
Completely,Neither,Always,Neutral,75up,South,Certain
Completely,Agree,Always,Neutral,45to54,MW,Certain
Completely,StronglyAgree,NAorNever,NA,55to61,South,Certain
Well,Agree,Sometimes,Disagree,45to54,W,Probably
Somewhat,Neither,Always,Neutral,45to54,MW,Certain
Completely,StronglyAgree,Always,Agree,62to69,MW,Certain
Somewhat,Agree,Always,Neutral,25to34,South,Certain
Little,Agree,NAorNever,Agree,62to69,NE,Probably
Completely,StronglyAgree,Always,Neutral,75up,NE,Certain
Well,Agree,Seldom,Absolutely,25to34,South,Certain
Somewhat,Neither,Always,Neutral,75up,W,Probably
Well,Agree,Sometimes,Agree,62to69,NE,Probably
Well,Agree,Often,Neutral,18to24,MW,CouldNot
Well,Neither,Always,Disagree,45to54,MW,Certain
Somewhat,Neither,NAorNever,Neutral,25to34,MW,DontKnow
Well,StronglyAgree,Often,Agree,45to54,W,Certain
Well,Neither,NAorNever,Agree,18to24,South,DontKnow
Well,Neither,NAorNever,Neutral,62to69,South,Certain
Somewhat,Neither,NAorNever,Agree,75up,NE,CouldNot
Somewhat,Neither,Always,NA,75up,W,Certain
Somewhat,StronglyAgree,Seldom,Absolutely,35to44,W,CouldNot
Well,Disagree,NAorNever,Disagree,55to61,South,Certain
Somewhat,Neither,NAorNever,Disagree,25to34,W,CouldNot
Little,Disagree,NAorNever,Neutral,45to54,South,CouldNot
Completely,StronglyAgree,Seldom,Absolutely,35to44,NE,Certain
Well,Agree,Often,Neutral,45to54,South,Certain
Somewhat,Neither,NAorNever,Neutral,35to44,NE,CouldNot
Well,Agree,Always,Agree,75up,NE,Certain
Well,StronglyAgree,Always,Agree,70to74,MW,Certain
Somewhat,Agree,Often,Agree,70to74,NE,Certain
Somewhat,Agree,Always,Neutral,55to61,South,Certain
Little,StronglyAgree,Sometimes,NA,35to44,South,Certain
Completely,Agree,Always,Neutral,25to34,W,DontKnow
Somewhat,Neither,NAorNever,NA,45to54,MW,Probably
Completely,StronglyAgree,Always,NoWay,35to44,South,Certain
Well,Agree,Always,Agree,55to61,South,Certain
Somewhat,StronglyDisagree,Always,Agree,25to34,South,Certain
Not,Agree,NAorNever,Disagree,45to54,South,Probably
Well,Agree,Always,Disagree,25to34,W,Certain
Well,Neither,Always,Disagree,70to74,MW,Certain
Well,Neither,Always,Agree,45to54,South,Certain
Well,Agree,Always,Neutral,75up,MW,Certain
Well,Agree,Always,NoWay,45to54,South,Certain
Somewhat,Agree,Always,Neutral,55to61,NE,Certain
Somewhat,Neither,Often,Disagree,75up,MW,Certain
Well,Agree,Seldom,NoWay,55to61,MW,Probably
Completely,StronglyAgree,Always,Absolutely,62to69,W,Certain
Completely,Agree,Seldom,Neutral,35to44,South,Certain
Well,Agree,Always,Neutral,45to54,NE,Certain
Well,Neither,Always,NA,25to34,W,Certain
Well,Disagree,NAorNever,Disagree,25to34,NE,ProbablyNot
Little,StronglyAgree,Sometimes,Neutral,70to74,South,Certain
Somewhat,Disagree,NAorNever,Disagree,55to61,South,Probably
Well,Agree,Always,Agree,45to54,NE,Certain
Not,StronglyDisagree,NAorNever,NoWay,70to74,W,CouldNot
Somewhat,Agree,Always,Neutral,55to61,MW,Certain
Somewhat,Neither,Seldom,Agree,70to74,MW,Certain
Completely,Neither,Always,Neutral,75up,MW,Certain
Well,StronglyAgree,Always,Agree,75up,South,Certain
Somewhat,Disagree,Sometimes,Neutral,35to44,MW,CouldNot
Somewhat,Neither,Often,Neutral,45to54,MW,Certain
Somewhat,Disagree,NAorNever,Neutral,62to69,MW,CouldNot
Well,StronglyAgree,Always,Disagree,62to69,South,Certain
Well,Neither,Often,Neutral,62to69,MW,Certain
Not,Neither,NAorNever,NoWay,75up,W,CouldNot
Well,Neither,Seldom,Neutral,55to61,W,Certain
Well,Neither,NAorNever,Neutral,45to54,South,CouldNot
Little,Agree,Always,Disagree,25to34,South,ProbablyNot
Completely,StronglyAgree,Always,Disagree,25to34,MW,Certain
Completely,StronglyAgree,Always,Agree,25to34,W,Certain
Completely,Agree,Always,Absolutely,35to44,W,Certain
Well,Agree,Often,Disagree,62to69,South,Certain
Completely,StronglyAgree,Often,Neutral,55to61,South,Certain
Well,Agree,Often,Neutral,62to69,South,Certain
Well,StronglyAgree,Always,Absolutely,62to69,MW,Certain
Not,StronglyAgree,Always,Absolutely,25to34,W,Probably
Well,Agree,Always,Neutral,18to24,W,Certain
Well,Agree,Always,Agree,25to34,MW,Certain
Well,Disagree,Sometimes,Disagree,35to44,MW,Certain
Completely,Agree,Sometimes,Agree,35to44,NE,Certain
Somewhat,Agree,Seldom,Neutral,55to61,South,Certain
Completely,Agree,Often,Neutral,75up,W,Certain
Completely,StronglyAgree,Always,Absolutely,62to69,South,Certain
Little,Agree,Sometimes,Neutral,25to34,W,ProbablyNot
Somewhat,Agree,Often,Neutral,18to24,MW,DontKnow
Somewhat,Neither,Often,Neutral,75up,W,Certain
Somewhat,StronglyAgree,Always,Absolutely,70to74,MW,Certain
Well,Disagree,Always,NoWay,62to69,W,Certain
Well,Neither,Always,Neutral,75up,MW,Certain
Well,Neither,Always,Neutral,75up,South,Probably
Well,Neither,Always,Agree,45to54,South,Certain
Well,Agree,Seldom,Neutral,75up,MW,Certain
Well,Agree,Always,Neutral,75up,NE,Certain
Somewhat,Agree,NAorNever,Neutral,35to44,South,Certain
Somewhat,Agree,Always,Absolutely,75up,W,Certain
Somewhat,Neither,Always,Neutral,75up,W,Certain
Somewhat,Agree,Sometimes,Disagree,35to44,W,Certain
Well,Neither,Often,Disagree,75up,MW,Certain
Completely,Neither,Always,Neutral,75up,South,Certain
Well,Neither,Always,Disagree,62to69,South,Certain
Well,Agree,Often,Agree,45to54,South,Certain
Well,Agree,Always,Agree,35to44,South,Certain
Somewhat,StronglyAgree,Sometimes,Neutral,62to69,NE,Certain
Little,StronglyAgree,NAorNever,Absolutely,55to61,South,Probably
Somewhat,Neither,Always,Neutral,55to61,W,Certain
Little,Neither,Always,Neutral,45to54,NE,Certain
Somewhat,Neither,NAorNever,Disagree,18to24,South,CouldNot
Well,Agree,Always,Neutral,70to74,South,Certain
Well,Neither,Always,Neutral,55to61,W,Certain
Somewhat,Agree,Often,Neutral,75up,W,Certain
Well,Neither,Always,Agree,75up,MW,Probably
Well,Agree,NAorNever,Agree,62to69,W,Certain
Not,Disagree,Often,Neutral,18to24,MW,Probably
Well,StronglyAgree,Sometimes,Agree,55to61,MW,Certain
Well,StronglyAgree,Always,Neutral,75up,MW,Certain
Well,StronglyAgree,Always,Agree,25to34,W,Probably
Little,Disagree,Sometimes,Agree,45to54,MW,Probably
Completely,Agree,Always,Neutral,62to69,NE,Certain
Somewhat,Agree,Seldom,Neutral,55to61,W,Certain
Somewhat,Neither,NAorNever,Disagree,45to54,South,ProbablyNot
Well,Disagree,NAorNever,Disagree,18to24,NE,CouldNot
Somewhat,Agree,Always,Neutral,45to54,MW,Certain
Completely,Agree,Seldom,Agree,70to74,South,Certain
Well,Agree,Often,Neutral,25to34,South,Probably
Somewhat,Neither,Sometimes,Neutral,75up,South,Certain
Little,Neither,Seldom,Disagree,45to54,MW,CouldNot
Well,Neither,Seldom,Disagree,62to69,South,Certain
Well,Agree,Often,Neutral,25to34,W,Certain
Somewhat,Neither,Always,Neutral,62to69,MW,Certain
Somewhat,Agree,Sometimes,Disagree,35to44,NE,ProbablyNot
Completely,StronglyAgree,Always,Disagree,75up,W,Certain
Somewhat,Agree,Seldom,Neutral,35to44,MW,Probably
Well,StronglyAgree,Often,Agree,35to44,NE,CouldNot
Well,Agree,Sometimes,Neutral,75up,South,NA
Somewhat,Neither,Sometimes,Neutral,35to44,W,Certain
Little,Agree,Always,Neutral,75up,MW,Certain
Somewhat,Disagree,Always,Neutral,75up,NE,Certain
Somewhat,Agree,Always,Neutral,75up,W,Certain
Well,Agree,Often,Agree,75up,W,Certain
Well,Neither,NAorNever,NA,35to44,W,CouldNot
Little,Agree,Always,Neutral,25to34,MW,ProbablyNot
Well,Agree,Always,Neutral,25to34,MW,Probably
Well,Agree,Often,Disagree,35to44,W,Certain
Completely,StronglyAgree,Always,Absolutely,18to24,NE,Certain
Well,Agree,Always,Agree,70to74,South,Certain
Little,Agree,Sometimes,Neutral,62to69,MW,Certain
Little,StronglyAgree,Sometimes,Agree,18to24,South,Probably
Little,Agree,Seldom,Neutral,62to69,MW,Probably
Somewhat,Agree,Often,Neutral,45to54,South,Certain
Well,Agree,Always,Disagree,35to44,South,Certain
Well,Neither,Always,Agree,62to69,MW,Probably
Somewhat,Neither,Sometimes,Neutral,55to61,South,Certain
Completely,Neither,Sometimes,Agree,25to34,MW,Certain
Completely,Agree,Always,Agree,55to61,W,Certain
Well,Neither,Sometimes,Neutral,55to61,NE,Certain
Completely,Neither,Always,Neutral,70to74,MW,Certain
Not,Agree,NAorNever,NoWay,25to34,MW,ProbablyNot
Somewhat,Disagree,NAorNever,Disagree,62to69,W,Certain
Somewhat,Agree,Always,Absolutely,35to44,MW,Certain
Somewhat,Agree,Always,Disagree,62to69,W,Certain
Well,Neither,Sometimes,NA,18to24,W,NA
Well,Agree,NAorNever,Agree,62to69,South,Certain
Somewhat,Agree,Always,Absolutely,45to54,NE,Certain
Somewhat,Neither,Sometimes,Neutral,70to74,W,Probably
Well,Agree,Often,Disagree,45to54,South,Certain
Well,StronglyAgree,Often,Neutral,55to61,W,Certain
Somewhat,Neither,Always,NoWay,45to54,W,Certain
Completely,StronglyDisagree,Always,Neutral,70to74,NE,Certain
Completely,Agree,Always,Neutral,25to34,South,Certain
Completely,Neither,Always,NoWay,45to54,South,Certain
Well,Agree,Often,Neutral,62to69,W,Certain
Well,StronglyAgree,Often,NoWay,70to74,South,Certain
Little,Agree,Seldom,Neutral,45to54,South,Certain
Well,Agree,Always,NoWay,25to34,South,Probably
Well,Agree,Always,Agree,62to69,South,Certain
Well,Neither,Often,Agree,45to54,W,Certain
Well,Neither,Seldom,Agree,55to61,South,Certain
Somewhat,Neither,NAorNever,NoWay,62to69,MW,CouldNot
Well,StronglyAgree,Always,Absolutely,35to44,NE,CouldNot
Completely,StronglyAgree,Always,NoWay,62to69,W,Certain
Well,Neither,Always,Neutral,25to34,W,Certain
Little,Neither,Always,Agree,35to44,South,Certain
Somewhat,Neither,Sometimes,Disagree,25to34,South,DontKnow
Somewhat,Agree,Always,Agree,70to74,W,Certain
Somewhat,Neither,Often,Neutral,55to61,South,DontKnow
Little,Agree,NAorNever,Neutral,25to34,MW,CouldNot
Well,Neither,Often,Neutral,62to69,NE,Certain
Well,StronglyAgree,NAorNever,NoWay,18to24,South,Certain
Somewhat,Neither,Sometimes,Disagree,25to34,South,Certain
Somewhat,Agree,Always,Neutral,45to54,W,Certain
Completely,Disagree,Always,Neutral,55to61,W,Certain
Somewhat,Agree,Sometimes,Agree,35to44,MW,ProbablyNot
Well,StronglyAgree,Sometimes,Agree,25to34,W,Certain
Somewhat,Neither,Always,Disagree,45to54,W,Certain
Well,Agree,Often,Neutral,70to74,MW,Certain
Well,Neither,Often,Neutral,70to74,NE,Certain
Completely,Agree,Often,NoWay,25to34,W,Certain
Completely,StronglyAgree,Always,NoWay,25to34,MW,DontKnow
Well,StronglyAgree,Always,Agree,75up,South,Certain
Little,Agree,Always,Agree,18to24,South,Certain
Well,Agree,Often,Agree,25to34,MW,Certain
Well,Agree,Often,Disagree,18to24,MW,ProbablyNot
Not,Neither,Sometimes,Neutral,25to34,South,ProbablyNot
Well,Neither,Often,Disagree,75up,MW,Certain
Somewhat,Agree,Seldom,Neutral,62to69,South,Certain
Little,Agree,Always,Neutral,45to54,W,Certain
Completely,StronglyAgree,Often,NoWay,70to74,South,Certain
Completely,StronglyAgree,Always,Agree,35to44,South,Probably
Somewhat,Neither,Sometimes,Disagree,35to44,MW,CouldNot
Little,StronglyDisagree,NAorNever,Agree,70to74,NE,Probably
Somewhat,Neither,NAorNever,Neutral,55to61,MW,DontKnow
Somewhat,Agree,Sometimes,Agree,25to34,W,Certain
Little,Agree,Sometimes,Disagree,35to44,South,ProbablyNot
Somewhat,StronglyAgree,Often,NA,70to74,W,Certain
Somewhat,Neither,Sometimes,Disagree,55to61,W,Probably
Somewhat,StronglyAgree,Always,Neutral,62to69,MW,Certain
Well,Agree,Always,Neutral,62to69,MW,Certain
Somewhat,Neither,Sometimes,Agree,25to34,W,Certain
Well,Neither,NAorNever,Neutral,55to61,South,DontKnow
Somewhat,Neither,Seldom,Agree,45to54,South,Certain
Not,StronglyAgree,NAorNever,Neutral,62to69,MW,DontKnow
Somewhat,Agree,Sometimes,Agree,75up,W,Certain
Completely,Disagree,Always,Disagree,18to24,South,Certain
Somewhat,Agree,Always,NA,45to54,W,Certain
Little,Neither,Always,Disagree,25to34,W,Certain
Completely,Disagree,NAorNever,Agree,18to24,W,Certain
Somewhat,Neither,Sometimes,Neutral,35to44,W,Certain
Somewhat,Agree,Always,Agree,70to74,W,Certain
Little,Agree,NAorNever,Neutral,25to34,South,CouldNot
Little,Agree,Always,NoWay,62to69,W,Certain
Somewhat,Agree,Sometimes,Agree,62to69,W,CouldNot
Completely,Neither,Always,NA,35to44,W,DontKnow
Well,Neither,NAorNever,Disagree,25to34,South,DontKnow
Well,StronglyAgree,Always,Agree,18to24,W,ProbablyNot
Well,StronglyAgree,Always,NoWay,25to34,W,Certain
Not,Neither,NAorNever,Neutral,35to44,W,CouldNot
Somewhat,StronglyAgree,NAorNever,Agree,18to24,W,Certain
Well,Agree,NAorNever,Neutral,35to44,MW,Probably
Well,Agree,Always,Agree,62to69,South,Certain
Completely,StronglyAgree,NAorNever,Agree,18to24,South,Probably
Somewhat,Agree,NAorNever,Neutral,55to61,W,CouldNot
Little,Agree,Always,Agree,45to54,W,Certain
Not,Agree,Sometimes,NA,55to61,W,CouldNot
Completely,StronglyAgree,Always,Neutral,35to44,W,Certain
Well,Neither,Sometimes,Neutral,35to44,MW,Certain
Well,Agree,Often,Agree,35to44,W,Probably
Completely,Agree,Always,Agree,45to54,MW,Certain
Not,StronglyAgree,Sometimes,Disagree,62to69,W,CouldNot
Somewhat,Neither,NAorNever,NoWay,45to54,MW,Probably
Somewhat,Agree,Always,NA,25to34,South,NA
Not,Disagree,NAorNever,NoWay,45to54,MW,ProbablyNot
Somewhat,Neither,Often,Agree,75up,NE,Probably
Completely,Neither,Always,Agree,55to61,MW,Certain
Completely,Agree,Always,Neutral,70to74,South,Certain
Somewhat,Agree,Often,Agree,45to54,South,Certain
Well,Neither,Sometimes,Neutral,25to34,NE,ProbablyNot
Completely,StronglyAgree,NAorNever,NoWay,62to69,MW,DontKnow
Somewhat,Neither,Seldom,Agree,45to54,NE,Certain
Somewhat,Agree,Always,Neutral,45to54,MW,Certain
Somewhat,Agree,Often,Agree,75up,South,Probably
Somewhat,Agree,Seldom,Neutral,70to74,South,Probably
Completely,StronglyDisagree,Always,Neutral,70to74,South,Certain
Completely,Agree,Always,Absolutely,45to54,NE,Certain
Not,Disagree,Sometimes,Disagree,25to34,MW,ProbablyNot
Little,Agree,Always,NA,55to61,NE,Probably
Well,Agree,Always,Neutral,45to54,South,Certain
Completely,Agree,Always,Neutral,45to54,NE,Certain
Well,Neither,Always,Neutral,75up,NE,Certain
Well,Agree,Often,Neutral,75up,W,Probably
Somewhat,Neither,Sometimes,Neutral,35to44,South,ProbablyNot
Little,Agree,Sometimes,Agree,75up,South,Certain
Completely,StronglyAgree,Seldom,NoWay,55to61,NE,Certain
Little,Disagree,NAorNever,Agree,25to34,South,CouldNot
Completely,Agree,Always,Disagree,35to44,South,Certain
Completely,Neither,Sometimes,Neutral,70to74,South,Certain
Well,Neither,Always,Agree,62to69,South,Certain
Well,Agree,Always,Agree,45to54,South,Certain
Completely,StronglyAgree,Always,Disagree,70to74,NE,Certain
Well,Agree,Always,Absolutely,75up,MW,Certain
Well,Agree,Always,Neutral,75up,MW,Certain
Completely,Agree,Always,Absolutely,62to69,South,Certain
Well,Agree,Sometimes,Agree,45to54,MW,ProbablyNot
Little,Disagree,Seldom,Neutral,55to61,NE,CouldNot
Well,Agree,Sometimes,NoWay,55to61,W,Certain
Little,Agree,Seldom,Agree,35to44,South,Probably
Not,StronglyDisagree,Often,Absolutely,18to24,South,DontKnow
Well,StronglyAgree,Seldom,Neutral,62to69,NE,Certain
Completely,Agree,Always,Neutral,75up,South,Certain
Completely,StronglyAgree,Always,NA,45to54,MW,CouldNot
Somewhat,Neither,Sometimes,Agree,75up,NE,Probably
Somewhat,Agree,Seldom,Neutral,35to44,MW,ProbablyNot
Completely,StronglyAgree,NAorNever,NoWay,62to69,South,Certain
Somewhat,Agree,Always,Disagree,62to69,MW,Certain
Well,Neither,Often,Neutral,55to61,South,Certain
Somewhat,StronglyAgree,Always,Agree,35to44,NE,Certain
Well,Neither,Often,Neutral,35to44,MW,Probably
Well,Neither,Always,Disagree,62to69,South,Certain
Somewhat,Neither,Always,Neutral,75up,South,Certain
Well,Neither,Sometimes,NA,62to69,W,CouldNot
Well,Agree,Always,Agree,35to44,MW,Certain
Completely,StronglyAgree,Always,Disagree,45to54,South,Certain
Completely,Agree,Always,Disagree,45to54,MW,Certain
Well,StronglyDisagree,Often,Disagree,62to69,NE,Certain
Well,Agree,Always,Agree,62to69,NE,Certain
Somewhat,Neither,Sometimes,Disagree,45to54,South,ProbablyNot
Somewhat,Neither,Often,Neutral,62to69,NE,Certain
Well,Agree,Often,Neutral,45to54,MW,Probably
Somewhat,Agree,Often,Agree,25to34,MW,Certain
Well,Neither,NAorNever,Neutral,75up,South,Probably
Somewhat,StronglyAgree,NAorNever,NoWay,25to34,South,Probably
Somewhat,Neither,Seldom,Neutral,62to69,NE,Certain
Completely,Agree,Always,Disagree,18to24,South,Certain
Somewhat,Neither,Always,Neutral,18to24,MW,Probably
Somewhat,Agree,NAorNever,Neutral,25to34,MW,CouldNot
Well,StronglyAgree,Always,Neutral,45to54,NE,Certain
Well,Agree,Often,Neutral,70to74,South,Certain
Well,StronglyAgree,Often,Neutral,55to61,W,Certain
Well,StronglyAgree,Always,Disagree,62to69,MW,Certain
Somewhat,Disagree,Always,NA,75up,South,Certain
Well,StronglyAgree,NAorNever,Disagree,25to34,South,CouldNot
Well,Disagree,Always,Agree,55to61,MW,Certain
Not,Agree,NAorNever,NoWay,55to61,NE,ProbablyNot
Somewhat,Disagree,NAorNever,Disagree,75up,South,CouldNot
Well,Agree,Always,Agree,25to34,South,ProbablyNot
Well,Agree,NAorNever,Agree,35to44,W,Probably
Well,Agree,Sometimes,Agree,70to74,NE,ProbablyNot
Well,Agree,NAorNever,Agree,18to24,MW,Probably
Well,Neither,Always,Agree,62to69,NE,Certain
Somewhat,Neither,Sometimes,Agree,45to54,MW,Probably
Not,Agree,Sometimes,Agree,62to69,South,Certain
Completely,Agree,NAorNever,Neutral,62to69,South,Certain
Well,StronglyAgree,Always,Neutral,55to61,NE,Certain
Well,Agree,Sometimes,Agree,25to34,South,ProbablyNot
Well,Agree,Always,Neutral,75up,W,Certain
Completely,Agree,Seldom,Neutral,62to69,MW,CouldNot
Somewhat,Agree,NAorNever,Disagree,18to24,South,Certain
Well,StronglyAgree,Always,Agree,75up,South,Certain
Somewhat,Neither,Always,Disagree,62to69,South,Certain
Little,Agree,Seldom,Neutral,75up,South,DontKnow
Somewhat,Agree,Sometimes,Disagree,45to54,MW,Certain
Completely,Agree,Often,Neutral,55to61,MW,Certain
Completely,Agree,NAorNever,Agree,55to61,W,CouldNot
Somewhat,Neither,Always,Disagree,70to74,NE,Certain
Well,Agree,Always,Disagree,45to54,MW,Certain
Somewhat,Agree,Always,Neutral,75up,W,Certain
Somewhat,Agree,Often,Disagree,55to61,MW,Certain
Somewhat,Neither,NAorNever,Neutral,35to44,South,ProbablyNot
Somewhat,Agree,Often,NA,62to69,South,Certain
Well,Neither,Always,Neutral,75up,South,Certain
Somewhat,Agree,NAorNever,Agree,25to34,South,CouldNot
Well,Agree,Often,Agree,35to44,NE,Certain
Well,Agree,Always,NoWay,62to69,MW,Certain
Somewhat,Neither,NAorNever,Neutral,18to24,MW,CouldNot
Completely,Agree,Sometimes,Agree,55to61,NE,Certain
Completely,Agree,Always,Agree,62to69,South,Certain
Little,Agree,Sometimes,Neutral,45to54,W,ProbablyNot
Little,Agree,Seldom,Neutral,62to69,NE,Certain
Little,Agree,NAorNever,Disagree,55to61,W,CouldNot
Somewhat,Neither,Always,Disagree,70to74,MW,Certain
Somewhat,Neither,NAorNever,Neutral,18to24,W,DontKnow
Well,Agree,Always,Neutral,18to24,NE,Certain
Well,Agree,Often,NoWay,62to69,South,Certain
Little,Agree,Seldom,Neutral,55to61,South,DontKnow
Somewhat,Neither,Sometimes,Neutral,62to69,South,Probably
Somewhat,StronglyDisagree,NAorNever,NoWay,35to44,W,CouldNot
Somewhat,Neither,NAorNever,NoWay,45to54,MW,CouldNot
Somewhat,Neither,Always,NoWay,55to61,MW,Certain
Completely,StronglyAgree,Always,Absolutely,35to44,South,Certain
Well,Agree,Always,Neutral,18to24,South,Certain
Somewhat,Neither,Always,NoWay,75up,South,Certain
Completely,StronglyAgree,NAorNever,Neutral,45to54,MW,Certain
Completely,Agree,Often,Agree,55to61,W,Certain
Well,Agree,Often,Neutral,70to74,South,Certain
Little,StronglyDisagree,Always,Neutral,55to61,W,Certain
Well,StronglyAgree,Often,Absolutely,45to54,South,Certain
Well,Agree,Always,Disagree,18to24,South,CouldNot
Well,Agree,NAorNever,Agree,55to61,MW,DontKnow
Well,Agree,Always,Agree,62to69,NE,Certain
Somewhat,Agree,Sometimes,Neutral,45to54,NE,DontKnow
Little,Agree,Always,Neutral,25to34,South,Probably
Somewhat,Agree,Always,Neutral,62to69,W,CouldNot
Not,Neither,Always,NA,75up,W,NA
Completely,StronglyAgree,Always,Agree,45to54,South,Certain
Little,Neither,NAorNever,Neutral,18to24,W,ProbablyNot
Well,Agree,Always,NoWay,70to74,W,Certain
Completely,StronglyAgree,Always,NA,70to74,South,Certain
Somewhat,Agree,Sometimes,Neutral,70to74,W,Certain
Completely,Neither,Always,Neutral,45to54,MW,Certain
Somewhat,Neither,Always,Neutral,55to61,W,DontKnow
Well,Disagree,Always,Disagree,35to44,NE,Certain
Not,Neither,Always,Disagree,55to61,MW,Certain
Well,Agree,Always,Disagree,55to61,MW,Certain
Well,Agree,Seldom,Disagree,62to69,MW,Certain
Little,StronglyDisagree,NAorNever,Agree,45to54,South,CouldNot
Well,StronglyAgree,Always,Neutral,55to61,South,Certain
Completely,Agree,Always,Absolutely,35to44,South,CouldNot
Well,Agree,Always,NoWay,75up,South,Certain
Well,Agree,NAorNever,Disagree,75up,W,Certain
Somewhat,Neither,NAorNever,NA,45to54,MW,DontKnow
Somewhat,Agree,Sometimes,Absolutely,25to34,South,ProbablyNot
Somewhat,Neither,Seldom,Disagree,35to44,MW,Certain
Somewhat,Agree,Always,Neutral,75up,NE,Certain
Not,Disagree,NAorNever,Disagree,35to44,MW,Probably
Somewhat,Agree,Seldom,Neutral,75up,South,Certain
Completely,StronglyAgree,Sometimes,Neutral,35to44,South,Certain
Somewhat,Agree,Always,Neutral,62to69,South,Certain
Well,Agree,Seldom,Neutral,18to24,NE,CouldNot
Well,StronglyAgree,Always,Agree,45to54,NE,Certain
Completely,Agree,Always,Neutral,45to54,MW,Certain
Not,Neither,Sometimes,Neutral,35to44,W,ProbablyNot
Well,Agree,Always,Agree,45to54,NE,Certain
Somewhat,Agree,Always,Agree,35to44,W,Certain
Completely,Agree,Always,Agree,62to69,South,Certain
Somewhat,Agree,Always,Neutral,18to24,MW,Probably
Well,Agree,Seldom,Neutral,62to69,W,CouldNot
Completely,Neither,Always,Disagree,75up,W,Certain
Somewhat,Neither,Sometimes,Neutral,35to44,South,Certain
Somewhat,Neither,Always,NoWay,55to61,NE,ProbablyNot
Somewhat,Agree,NAorNever,NoWay,55to61,MW,Probably
Completely,StronglyAgree,Always,Neutral,62to69,South,Certain
Well,StronglyAgree,Always,Neutral,45to54,W,Certain
Somewhat,Neither,NAorNever,Neutral,25to34,South,CouldNot
Somewhat,StronglyAgree,Often,Neutral,75up,W,Certain
Somewhat,Neither,Sometimes,Neutral,55to61,W,CouldNot
Completely,StronglyAgree,Always,Neutral,25to34,South,Certain
Somewhat,Agree,Sometimes,Neutral,45to54,MW,Certain
Somewhat,Neither,Always,Neutral,45to54,South,Certain
Completely,Agree,NAorNever,Neutral,25to34,South,ProbablyNot
Somewhat,StronglyAgree,Always,Agree,75up,W,Certain
Completely,Agree,Always,Disagree,45to54,W,Certain
Little,Agree,NAorNever,Neutral,18to24,NE,Certain
Somewhat,Agree,NAorNever,Neutral,62to69,South,CouldNot
Somewhat,Agree,NAorNever,Agree,18to24,W,ProbablyNot
Completely,Agree,Often,Agree,55to61,W,Certain
Completely,StronglyAgree,Always,Neutral,62to69,South,Certain
Somewhat,Agree,Often,Agree,45to54,NE,Certain
Not,Disagree,NAorNever,Neutral,55to61,NE,CouldNot
Completely,StronglyDisagree,Always,Absolutely,62to69,NE,Certain
Somewhat,Agree,Always,Neutral,70to74,NE,Certain
Somewhat,Neither,Seldom,Disagree,35to44,MW,DontKnow
Well,StronglyAgree,Sometimes,Disagree,45to54,South,Probably
Well,Agree,Often,Neutral,18to24,W,DontKnow
Well,Neither,Always,Disagree,70to74,MW,Certain
Well,Agree,Often,Agree,55to61,W,Certain
Well,Agree,NAorNever,Agree,75up,NE,Certain
Not,Agree,Always,Neutral,55to61,NE,Certain
Somewhat,Agree,Seldom,Agree,75up,W,Certain
Little,Neither,Always,Neutral,45to54,South,Probably
Well,Agree,Sometimes,Disagree,35to44,W,Certain
Completely,Agree,Often,Neutral,62to69,NE,Certain
Little,Agree,NAorNever,Neutral,25to34,South,Certain
Completely,Agree,Always,Disagree,75up,W,Certain
Completely,StronglyAgree,Always,Neutral,70to74,W,Certain
Somewhat,Agree,Always,Agree,18to24,NE,Certain
Little,Disagree,Often,Agree,75up,South,Certain
Completely,Neither,Always,Agree,75up,NE,Certain
Well,Neither,NAorNever,Agree,35to44,MW,Probably
Well,Agree,Always,Agree,75up,South,Certain
Little,Neither,NAorNever,Disagree,25to34,NE,ProbablyNot
Completely,Agree,Always,Disagree,70to74,South,Certain
Well,Agree,Often,Neutral,62to69,MW,Certain
Well,Agree,Sometimes,Neutral,70to74,W,Certain
Well,StronglyAgree,Always,Disagree,62to69,South,Certain
Completely,StronglyAgree,Seldom,Neutral,62to69,South,Certain
Well,Agree,Often,Absolutely,18to24,South,Certain
Well,Agree,Often,NoWay,70to74,South,Certain
Well,Agree,Seldom,Neutral,55to61,South,Certain
Well,Agree,Sometimes,Agree,55to61,MW,Certain
Little,Agree,Always,Neutral,75up,W,Certain
